,Stage3,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
Cars: 3 cars or vans in household; measures: Value,0.065407107,0.380055124,-0.03912932,0.514289594,-0.461036802,0.879980024,-0.873151746,-0.469444776,-0.833623286,-0.300873578,0.884786126,-0.76161221,-0.197924584,-0.157679194,-0.157679194,-0.527015993,-0.157679194,-0.157679194,-0.157679194,0.718948963,-0.373030384,-0.238366033,-0.55685398,0.833003129,0.827811176,-0.609143221,-0.618773184,-0.587257658,-0.572560944,-0.66494405,-0.633434912,0.477078596,-0.842376233,-0.378272044,0.688360105,0.750826445,0.152893269,-0.574876684,0.579467994,-0.580394827,0.576970271,-0.171998685,0.430792514,-0.464039469,0.553700278,-0.435621655,0.457926818,-0.435977079,0.421855001,-0.494851697,0.48621469,-0.588176073,0.622293774,-0.281878865,0.129113999,-0.42901355,0.442039594,4.28E-16,0.471980636,-0.333240091,0.442117712,-0.3427773,0.173813525,0.132283844,-0.147156309,0.158797098,-0.179256415,,-0.315333904,-0.623588731,0.613988648,-0.50816627,0.545877487,,0.534789638,-0.369086377,0.413881711,-0.259211075,0.398949008,-0.554617952,0.602503959,-0.258025771,0.195028842,-0.21880178,0.172046831,-0.18673474,0.00660238,-0.907365173,0.89658327,-0.896745269,0.892284986,-0.68054738,0.903037173,-0.947614208,0.778686232,0.986627985,1,0.985811029,0.800632738,0.840272931,-0.620969242,-0.590093225,-0.669875561,-0.832962142,-0.226519406,-0.210923629,-0.112647497,0.796607924,0.727115972,-0.403600085,-0.185664673
Cars: 4 or more cars or vans in household; measures: Value,0.000151457,0.344278692,-0.079540148,0.507721686,-0.404978735,0.842205147,-0.830481119,-0.546287967,-0.857239305,-0.345690305,0.852792113,-0.807038154,-0.196043829,-0.148221807,-0.148221807,-0.583533804,-0.148221807,-0.148221807,-0.148221807,0.683831452,-0.38131809,-0.179656789,-0.510551455,0.798367232,0.787363061,-0.558506401,-0.575571647,-0.536693712,-0.521310083,-0.612648646,-0.584965963,0.399290562,-0.815472712,-0.393116284,0.701144493,0.78048662,0.139534199,-0.585138805,0.588039023,-0.588240041,0.57831862,-0.159536235,0.416498267,-0.454490772,0.535544065,-0.397278311,0.422323802,-0.465368598,0.4501463,-0.525297213,0.497762485,-0.548089415,0.576476788,-0.297646577,0.144940144,-0.441695621,0.454867286,-7.07E-17,0.471561138,-0.266975742,0.399707515,-0.347185402,0.180387491,0.128262512,-0.138506934,0.158931298,-0.17700643,,-0.368293299,-0.613495484,0.604249035,-0.50590502,0.547448905,,0.519178384,-0.386233451,0.4266225,-0.279231882,0.411566616,-0.529887078,0.578999011,-0.284864993,0.191743544,-0.257810314,0.180838981,-0.228781342,0.040783671,-0.901011872,0.906983593,-0.875181593,0.897988432,-0.616103957,0.864336563,-0.909679019,0.716018545,0.962438994,0.985811029,1,0.795228332,0.806279159,-0.570270581,-0.539191507,-0.617134683,-0.808611483,-0.224140229,-0.215373557,-0.096003387,0.772000889,0.693091129,-0.329718865,-0.158715441
Total_car,0.142393944,0.310604557,-0.082433571,0.47005076,-0.363399627,0.85803821,-0.812390809,-0.617690545,-0.829143238,-0.190272309,0.87989551,-0.749280381,-0.393255259,-0.329945956,-0.329945956,-0.611432926,-0.329945956,-0.329945956,-0.329945956,0.672534661,-0.439723721,0.228823391,-0.701310354,0.844338876,0.831479302,-0.724583135,-0.712666364,-0.718154654,-0.708424529,-0.754305161,-0.733130248,0.548902438,-0.682115032,-0.276391527,0.454046695,0.494488807,0.642526833,-0.334711897,0.320109537,-0.348049735,0.317813654,-0.119319668,0.292630275,-0.276280972,0.294738644,-0.119843261,0.148969616,-0.17476007,0.14139069,-0.326455148,0.198340714,-0.38343594,0.354233059,0.152056604,-0.290355188,-0.175797648,0.182400926,1.89E-16,0.208030598,-0.339022242,0.362017489,0.126562235,-0.272965571,0.175855633,-0.135727609,0.184348948,-0.177706321,,-0.281306887,-0.417844616,0.405391903,-0.317247172,0.342283592,,0.399758167,-0.029421226,0.060806223,0.081349191,0.043652949,-0.333683782,0.327216893,-0.125106842,0.034250386,-0.121884535,0.002266374,-0.163893648,-0.111024822,-0.736945875,0.713764078,-0.741256251,0.711652101,-0.599583032,0.724701411,-0.823611775,0.751276118,0.817394857,0.800632738,0.795228332,1,0.846462795,-0.73158525,-0.718836919,-0.755492407,-0.641923119,-0.619670218,-0.628551498,-0.239877567,0.872578106,0.609441813,-0.401373841,-0.428041792
WA_HubDist,0.322603463,0.364935243,0.103511018,0.595733772,-0.622092804,0.934097424,-0.932340033,-0.447221391,-0.750595743,-0.22806501,0.915314258,-0.698573767,-0.133828814,-0.097226315,-0.097226315,-0.468790397,-0.097226315,-0.097226315,-0.097226315,0.746890015,-0.441329495,-0.175536232,-0.802478565,0.998605534,0.989589137,-0.859259347,-0.877603347,-0.839445477,-0.834800963,-0.884877547,-0.872733263,0.79838028,-0.714342254,-0.41269691,0.372411019,0.406254345,0.5038932,-0.198345049,0.20951617,-0.196178032,0.203764393,-0.048705907,0.185327046,-0.113351162,0.177137196,-0.121063328,0.122463054,-0.022754881,0.018049652,-0.142590584,0.088325689,-0.428456822,0.364400369,0.168022917,-0.301623022,-0.038603076,0.047777028,1.67E-16,0.095757802,-0.423005234,0.355896209,0.093894535,-0.247101193,0.474402572,-0.458949925,0.480943019,-0.483153915,,-0.289880269,-0.307856825,0.296832474,-0.176936006,0.220202442,,0.396735668,0.034584855,0.011841061,0.141062545,-0.005376136,-0.296208078,0.275809959,-0.038221475,0.037141299,0.041716421,0.00932133,0.035364712,-0.143733627,-0.800648767,0.755835689,-0.83084808,0.7588875,-0.75379614,0.832261571,-0.86884118,0.8104069,0.851114285,0.840272931,0.806279159,0.846462795,1,-0.863075808,-0.839035855,-0.886824087,-0.672362883,-0.439747595,-0.410895426,-0.213951221,0.882457802,0.758366463,-0.553707875,-0.466791501
WA_NUMPOINTS(500m),-0.610905122,-0.421110653,-0.054298284,-0.558946363,0.587044341,-0.836303394,0.795717755,0.255879885,0.53782816,0.119125261,-0.774977184,0.46370169,0.108088338,0.088288685,0.088288685,0.303893671,0.088288685,0.088288685,0.088288685,-0.594706554,0.312129164,0.105293484,0.986790593,-0.863568082,-0.861611139,0.999318099,0.969592395,0.99752729,0.993553674,0.99290475,0.991070179,-0.859019905,0.545347212,0.145968528,-0.077359725,-0.115480003,-0.613300706,0.011445888,-0.020800662,0.005807202,-0.022856756,-0.052461911,-0.009034183,-0.058199526,-0.003894706,-0.013003336,0.034785963,-0.192534682,0.192733953,-0.03275638,0.137822184,0.20523327,-0.148798838,-0.325035821,0.540695138,-0.139288343,0.13126305,-2.45E-16,0.101417911,0.317805465,-0.167697433,-0.280024531,0.498469446,-0.433684685,0.402686611,-0.425677126,0.41498138,,0.155831551,0.126525538,-0.110361222,0.052054595,-0.053392211,,-0.195603195,-0.379514488,0.314451425,-0.502103625,0.331044515,0.110817828,-0.050561497,0.011393868,-0.050124017,-0.059078355,-0.020603047,0.007208011,0.110217664,0.570320841,-0.529707861,0.629494873,-0.543986084,0.636904926,-0.6646718,0.749263329,-0.80619243,-0.680686949,-0.620969242,-0.570270581,-0.73158525,-0.863075808,1,0.997382464,0.991466598,0.357496498,0.458452026,0.412445349,-0.027514639,-0.800324979,-0.731977812,0.65729849,0.807897451
WA_NUMPOINTS(1km),-0.611180695,-0.414349404,-0.042853704,-0.54661791,0.566697577,-0.81261865,0.768662,0.238339514,0.510504123,0.111527279,-0.750716758,0.437703936,0.1142272,0.095386946,0.095386946,0.291162062,0.095386946,0.095386946,0.095386946,-0.565189758,0.294406399,0.068033993,0.993281709,-0.839464804,-0.837977214,0.996998376,0.964262637,0.999796724,0.994567691,0.991208251,0.989866904,-0.847577362,0.516871418,0.11808383,-0.044395488,-0.08521998,-0.629553437,-0.001567829,-0.004896241,-0.005866533,-0.008984554,-0.044310645,-0.011335616,-0.068311282,0.008411284,-0.028522886,0.050317069,-0.210475728,0.213398617,-0.04678572,0.159706017,0.188602231,-0.1263071,-0.341975726,0.564724579,-0.154371189,0.147033859,-1.28E-16,0.12031142,0.303626561,-0.147134981,-0.302983564,0.526258082,-0.423671355,0.388897536,-0.412890397,0.399790717,,0.142486452,0.111292902,-0.093953773,0.042639279,-0.039214878,,-0.17652772,-0.410407714,0.345089217,-0.533876338,0.361587559,0.090306111,-0.026667159,0.026899263,-0.059906899,-0.040615331,-0.033274648,0.033459014,0.0843724,0.543503434,-0.504379184,0.604577765,-0.519556214,0.621335432,-0.642739591,0.726951448,-0.79454713,-0.654366772,-0.590093225,-0.539191507,-0.718836919,-0.839035855,0.997382464,1,0.98979831,0.325590221,0.473935074,0.427581828,-0.013479693,-0.781388806,-0.70776392,0.636047924,0.835255736
WA_NUMPOINTS(2km),-0.564762874,-0.426113111,-0.022496764,-0.574892032,0.57204704,-0.864738245,0.834373835,0.269721588,0.57042663,0.134850746,-0.807603088,0.494277376,0.128626396,0.106916313,0.106916313,0.330245247,0.106916313,0.106916313,0.106916313,-0.628106328,0.326025352,0.120784943,0.974511912,-0.885894364,-0.882248683,0.989172812,0.958247735,0.989003038,0.979930615,0.999762846,0.988233509,-0.855750857,0.603416142,0.135153123,-0.141511032,-0.177983761,-0.578981261,0.077252245,-0.084745747,0.073080192,-0.090076691,-0.011295217,-0.0793781,-0.000142714,-0.072628159,0.050033008,-0.030816031,-0.124354538,0.128805267,0.016225181,0.067399395,0.278176949,-0.220337446,-0.26406324,0.474104977,-0.075589578,0.068324198,-1.23E-16,0.035362891,0.355358281,-0.206214376,-0.215050438,0.430118954,-0.412876262,0.392362798,-0.408945607,0.404277287,,0.160896367,0.193678524,-0.176408552,0.112911798,-0.114499133,,-0.259984696,-0.306781344,0.242986006,-0.429978566,0.258318293,0.176904441,-0.122177653,0.046051903,-0.081493247,-0.031322051,-0.052618176,0.019233116,0.09781522,0.612475669,-0.569103831,0.670517369,-0.582978713,0.672669803,-0.712064864,0.797635418,-0.848308408,-0.729899877,-0.669875561,-0.617134683,-0.755492407,-0.886824087,0.991466598,0.98979831,1,0.447023562,0.449226104,0.407686075,0.042517294,-0.828077609,-0.756338395,0.638798355,0.758392401
pop_den,0.12294411,-0.220033121,0.110907951,-0.413233432,0.260275053,-0.704166088,0.766794984,0.432898057,0.686795523,0.237913723,-0.729993592,0.646824343,0.17369527,0.132908276,0.132908276,0.45943081,0.132908276,0.132908276,0.132908276,-0.661828245,0.415856668,0.254336042,0.277223079,-0.661824562,-0.65279908,0.341106175,0.354155627,0.320642103,0.304268397,0.436849863,0.376854431,-0.367946677,0.839979347,0.193689432,-0.758382303,-0.734217965,0.033860217,0.595410274,-0.598470547,0.595896322,-0.603298678,0.268135817,-0.514112867,0.500777428,-0.586498884,0.519395029,-0.547624551,0.549731323,-0.536232912,0.465136486,-0.605554974,0.692828841,-0.72307668,0.392581015,-0.378719607,0.505790984,-0.510840208,-1.47E-16,-0.562321189,0.499965654,-0.57495033,0.463334665,-0.419451517,-0.062473131,0.129695081,-0.107038302,0.154157064,,0.243679815,0.605690395,-0.597083391,0.490797563,-0.526015907,,-0.62030364,0.574331856,-0.585302191,0.51985575,-0.582155288,0.637357278,-0.690930637,0.206167591,-0.216583268,0.133174434,-0.175534257,0.010439711,0.113929858,0.759316718,-0.717179713,0.75350793,-0.710242409,0.625648792,-0.771305684,0.817161373,-0.713657828,-0.826244799,-0.832962142,-0.808611483,-0.641923119,-0.672362883,0.357496498,0.325590221,0.447023562,1,0.060222031,0.078891905,0.337378471,-0.675971814,-0.6290785,0.282423041,-0.185142693
NNI,-0.16158576,-0.092722675,-0.254894754,-0.125519292,0.336248499,-0.383230011,0.307529438,0.289406271,0.311599664,0.016754284,-0.39731824,0.277445281,0.312785333,0.276912533,0.276912533,0.242552189,0.276912533,0.276912533,0.276912533,-0.281507259,0.041424554,-0.553884784,0.484382771,-0.449879267,-0.448351325,0.469197032,0.470544998,0.479494491,0.483515643,0.453927693,0.480524933,-0.224360427,0.144780057,0.084879782,0.00416649,-0.070922872,-0.738269441,0.098577512,-0.062613641,0.117844927,-0.06252637,-0.056940692,-0.082235884,0.17224781,-0.073027995,-0.106647105,0.093842445,-0.056176537,0.100870081,0.079624745,0.08696561,0.020143426,0.041272885,-0.395637534,0.496684814,-0.002670774,0.010415763,2.63E-16,0.023126122,-0.010197193,0.016834414,-0.422429317,0.514753406,-0.008312714,-0.063164748,0.015843177,-0.034681991,,0.063419443,0.22720175,-0.21475489,0.19070404,-0.200116371,,-0.178193202,-0.282355128,0.263435888,-0.364460675,0.284365053,-0.054258251,0.077089295,0.198484755,-0.115716423,0.208763198,-0.104861544,0.270624785,-0.097048604,0.258331898,-0.243725854,0.273683167,-0.249055262,0.249111055,-0.285234578,0.28368735,-0.303990624,-0.260275888,-0.226519406,-0.224140229,-0.619670218,-0.439747595,0.458452026,0.473935074,0.449226104,0.060222031,1,0.986798384,0.310874682,-0.441159845,0.02356641,0.070968843,0.491938094
z.score,-0.093539038,-0.096025458,-0.19682209,-0.077018117,0.260205038,-0.357116501,0.276284419,0.332876293,0.317961822,0.000333397,-0.381426086,0.28580325,0.37593679,0.331997512,0.331997512,0.270427971,0.331997512,0.331997512,0.331997512,-0.260310615,0.094988378,-0.623041044,0.435601437,-0.419867814,-0.419949525,0.422899236,0.408953104,0.433303904,0.43604358,0.412672982,0.436243016,-0.19767196,0.142202902,0.085760561,-0.004038786,-0.088961231,-0.734713231,0.111289432,-0.079390181,0.128934704,-0.076602403,-0.011497289,-0.115205433,0.164024139,-0.076134842,-0.103916445,0.086057713,-0.031248759,0.073410207,0.103618454,0.063776073,0.048529492,0.027771652,-0.379901378,0.471047725,0.010733401,-0.005967981,-1.68E-16,0.007955631,-0.015461956,-0.010811473,-0.4112047,0.492809318,0.013051282,-0.082627371,0.033011006,-0.05523057,,0.061415712,0.227922101,-0.21723933,0.19864999,-0.206282491,,-0.170766408,-0.241200299,0.227804321,-0.318809799,0.247045445,-0.026283542,0.065127231,0.196097168,-0.100199697,0.209609408,-0.095626483,0.267776666,-0.098538694,0.252702971,-0.238503554,0.260058645,-0.24187194,0.222707534,-0.261384147,0.26467862,-0.280847027,-0.244745166,-0.210923629,-0.215373557,-0.628551498,-0.410895426,0.412445349,0.427581828,0.407686075,0.078891905,0.986798384,1,0.369445693,-0.441361661,0.023327152,0.019066089,0.441633215
p,0.284728697,-0.003108386,-0.107795995,0.112057874,0.026759356,-0.099356295,0.128595801,0.179766498,0.102719131,-0.023279181,-0.140169458,0.180710872,0.157152587,0.134724093,0.134724093,0.171524882,0.134724093,0.134724093,0.134724093,-0.042869744,0.286676211,-0.297206518,-0.034281201,-0.204549087,-0.231738583,-0.026411997,-0.007990415,-0.01415909,-0.031963642,0.039177788,0.016086429,-0.063186823,0.146775313,0.11439027,-0.142574448,-0.157313016,-0.14117198,0.185885618,-0.17662475,0.186129402,-0.178726323,0.266929146,-0.32947983,0.118950007,-0.154404841,0.131205482,-0.148582405,0.123047402,-0.100712867,0.089552935,-0.144461801,0.411612812,-0.230372495,0.002318237,-0.050930423,0.070952495,-0.071792211,4.35E-17,-0.097241121,0.219583645,-0.222722295,-0.01285848,-0.037040471,-0.052663819,0.058901528,-0.059335289,0.067463274,,-0.016634192,0.152049557,-0.139396707,0.090178499,-0.103855148,,-0.225293657,0.192256439,-0.180957174,0.200223456,-0.173861754,0.204415432,-0.18447189,0.261330771,-0.1918364,0.197417789,-0.197188311,0.135723582,-0.238098681,0.186905774,-0.15033823,0.19803166,-0.144416057,0.305138431,-0.242389185,0.147057635,-0.163184674,-0.13319546,-0.112647497,-0.096003387,-0.239877567,-0.213951221,-0.027514639,-0.013479693,0.042517294,0.337378471,0.310874682,0.369445693,1,-0.129789622,0.06438643,-0.122475547,-0.134829289
expected.mean.distance,0.282924912,0.33813269,-0.110379615,0.541745401,-0.395836124,0.888775117,-0.878559116,-0.572001867,-0.742008915,-0.12108769,0.88059245,-0.712731981,-0.199353277,-0.13047885,-0.13047885,-0.507335814,-0.13047885,-0.13047885,-0.13047885,0.722496572,-0.559367315,-0.010023616,-0.74678141,0.881406013,0.865539954,-0.792966401,-0.770182361,-0.780060509,-0.777701908,-0.825376603,-0.810864079,0.719341372,-0.680337276,-0.304215732,0.362122896,0.386655187,0.529556503,-0.184075031,0.19024239,-0.185891916,0.189892176,-0.042036839,0.200613259,-0.109736689,0.179954583,-0.109880597,0.120165111,-0.049333756,0.038251195,-0.16958615,0.104318598,-0.422416343,0.363565322,0.157942718,-0.285160266,-0.060282844,0.070203907,2.18E-16,0.113569578,-0.396959838,0.392464392,0.098376404,-0.24570846,0.349344892,-0.335063831,0.366203,-0.363098955,,-0.159455754,-0.294246356,0.282663206,-0.195539224,0.211592625,,0.347879749,0.073560738,-0.042440705,0.166131428,-0.055773208,-0.196422978,0.162384122,0.046073916,-0.052065012,0.093100325,-0.096636917,0.06659385,-0.256934423,-0.742692871,0.704514512,-0.765797852,0.704756332,-0.673698026,0.782697016,-0.825251679,0.768021985,0.809722043,0.796607924,0.772000889,0.872578106,0.882457802,-0.800324979,-0.781388806,-0.828077609,-0.675971814,-0.441159845,-0.441361661,-0.129789622,1,0.866990244,-0.479068453,-0.424716911
observed.mean.distance,0.343272904,0.347505921,-0.21843287,0.555583287,-0.317280247,0.785463988,-0.806618377,-0.406245075,-0.600927238,-0.130496563,0.751240147,-0.59410824,-0.008485259,0.033184103,0.033184103,-0.365300539,0.033184103,0.033184103,0.033184103,0.632390312,-0.556348421,-0.30578842,-0.669436439,0.751766722,0.743263474,-0.720061094,-0.68414875,-0.703604559,-0.700247021,-0.752178967,-0.730632148,0.751613989,-0.633328983,-0.276487859,0.295702403,0.299125714,0.240332348,-0.080169742,0.109402765,-0.071223004,0.109367956,-0.073811218,0.134964253,0.040909457,0.097105681,-0.135860717,0.131787007,0.014107837,0.000819288,-0.087435189,0.065026209,-0.428482661,0.378349057,0.030444401,-0.159568299,0.013519543,0.004785617,3.86E-16,0.056378077,-0.399912297,0.39375109,-0.047159566,-0.103793312,0.446844184,-0.463975436,0.472768108,-0.474778705,,-0.139069562,-0.141838805,0.132371142,-0.061438274,0.066903692,,0.246937652,0.056895862,-0.022054158,0.125985999,-0.02780944,-0.206216359,0.148629718,0.135383582,-0.081854713,0.205730998,-0.118429344,0.192708369,-0.282356716,-0.645022875,0.609873215,-0.674063193,0.610730627,-0.61025938,0.698305361,-0.755940436,0.712450888,0.736043065,0.727115972,0.693091129,0.609441813,0.758366463,-0.731977812,-0.70776392,-0.756338395,-0.6290785,0.02356641,0.023327152,0.06438643,0.866990244,1,-0.516465735,-0.354001224
Employee,-0.528847222,-0.282380125,-0.128635022,-0.388816102,0.479931121,-0.54463393,0.550831149,0.05436866,0.29265338,0.091323377,-0.482779618,0.209843258,0.020517546,0.012846982,0.012846982,0.126957025,0.012846982,0.012846982,0.012846982,-0.313838434,0.178914617,0.412109647,0.611691585,-0.552590767,-0.548397728,0.655569339,0.634615172,0.638279991,0.642031435,0.64057862,0.613126619,-0.606494258,0.403024437,0.070288389,-0.104635643,-0.066969355,-0.215878926,-0.006794302,-0.006190062,-0.014609924,-0.022078088,-0.135267893,0.035497415,-0.008362714,-0.02444682,0.101880649,-0.080015821,-0.105763593,0.0781054,-0.147566621,0.011263061,0.206500477,-0.223868698,-0.09645628,0.198513851,-0.090805832,0.092648747,8.23E-17,0.02714378,0.478959136,-0.266043375,-0.056539425,0.156825759,-0.265222261,0.281186309,-0.268429456,0.284235925,,0.104163169,-0.015255477,0.024595467,-0.098364835,0.099903427,,-0.100080276,-0.223091555,0.176544933,-0.273634463,0.179155816,0.139835507,-0.12905367,-0.139268293,0.062616353,-0.182287115,0.150090587,-0.136672003,0.262187135,0.396148255,-0.352790018,0.45315627,-0.368002702,0.558667261,-0.487222897,0.550818089,-0.65958377,-0.465176192,-0.403600085,-0.329718865,-0.401373841,-0.553707875,0.65729849,0.636047924,0.638798355,0.282423041,0.070968843,0.019066089,-0.122475547,-0.479068453,-0.516465735,1,0.438314345
employee/pop,-0.631913189,-0.355847314,-0.081160779,-0.287042823,0.416771617,-0.423701819,0.329753497,0.075562529,0.182760652,0.035206935,-0.348861102,0.146354836,0.041058721,0.035209598,0.035209598,0.092709395,0.035209598,0.035209598,0.035209598,-0.144468818,0.096000982,-0.186203022,0.875796316,-0.468630009,-0.47874107,0.815136661,0.761296151,0.836904727,0.834795985,0.765587166,0.799156782,-0.588836281,0.113277363,-0.022582495,0.306901283,0.211109371,-0.628723649,-0.192351391,0.193814463,-0.194258093,0.195054692,-0.079301606,0.140524116,-0.232086933,0.217103841,-0.241551192,0.267787858,-0.402532965,0.406594466,-0.151973311,0.399811799,-0.138905491,0.218586179,-0.454404853,0.73101714,-0.334439639,0.326757471,0,0.343216222,-0.01954893,0.12446253,-0.474230202,0.728549296,-0.297324668,0.224285273,-0.265411911,0.228594403,,0.057572279,-0.125165529,0.142295212,-0.121193999,0.150646177,,0.085409077,-0.68595894,0.621694572,-0.799002072,0.63918815,-0.180568679,0.272799423,0.105024502,-0.091929437,0.081694233,-0.094131375,0.22423882,-0.145776284,0.189044859,-0.180197096,0.250112759,-0.198616947,0.310112365,-0.268880264,0.34308316,-0.464125798,-0.265582415,-0.185664673,-0.158715441,-0.428041792,-0.466791501,0.807897451,0.835255736,0.758392401,-0.185142693,0.491938094,0.441633215,-0.134829289,-0.424716911,-0.354001224,0.438314345,1
